       x [mm]         y [mm]         z [mm]  BxRe [Vs/m^2]  ByRe [Vs/m^2]  BzRe [Vs/m^2]  BxIm [Vs/m^2]  ByIm [Vs/m^2]  BzIm [Vs/m^2]
          -92           -150           -100     -0.0077521      0.0082719    -0.00788293              0              0              0
          -88           -150           -100    -0.00774062     0.00834027    -0.00803556              0              0              0
          -84           -150           -100    -0.00772913     0.00840865     -0.0081882              0              0              0
          -80           -150           -100    -0.00771764     0.00847703    -0.00834084              0              0              0
          -76           -150           -100    -0.00770615     0.00854541    -0.00849348              0              0              0
          -72           -150           -100    -0.00769466     0.00861379    -0.00864611              0              0              0
          -68           -150           -100    -0.00764788     0.00867861    -0.00880049              0              0              0
          -64           -150           -100    -0.00757333     0.00874063    -0.00895624              0              0              0
          -60           -150           -100    -0.00749878     0.00880265    -0.00911198              0              0              0
          -56           -150           -100    -0.00742423     0.00886467    -0.00926773              0              0              0
          -52           -150           -100    -0.00734967     0.00892669    -0.00942347              0              0              0
          -48           -150           -100    -0.00726742     0.00898785     -0.0095787              0              0              0
          -44           -150           -100    -0.00713709     0.00904367     -0.0097307              0              0              0
          -40           -150           -100    -0.00700676     0.00909949     -0.0098827              0              0              0
          -36           -150           -100    -0.00687642     0.00915531     -0.0100347              0              0              0
          -32           -150           -100    -0.00671983     0.00920786     -0.0101816              0              0              0
          -28           -150           -100    -0.00654514     0.00925817      -0.010325              0              0              0
          -24           -150           -100    -0.00637044     0.00930848     -0.0104684              0              0              0
          -20           -150           -100    -0.00619379     0.00935851     -0.0106112              0              0              0
          -16           -150           -100    -0.00597651     0.00940294     -0.0107413              0              0              0
          -12           -150           -100    -0.00575923     0.00944738     -0.0108715              0              0              0
           -8           -150           -100    -0.00554195     0.00949181     -0.0110016              0              0              0
           -4           -150           -100    -0.00531157     0.00953419     -0.0111262              0              0              0
            0           -150           -100    -0.00506454     0.00957391     -0.0112435              0              0              0
            4           -150           -100    -0.00480679     0.00961181     -0.0113551              0              0              0
            8           -150           -100     -0.0045406     0.00964816     -0.0114616              0              0              0
           12           -150           -100    -0.00426369     0.00968245     -0.0115612              0              0              0
           16           -150           -100    -0.00397805     0.00971491     -0.0116543              0              0              0
           20           -150           -100     -0.0036847     0.00974564     -0.0117412              0              0              0
           24           -150           -100    -0.00338366     0.00977447      -0.011821              0              0              0
           28           -150           -100    -0.00307544     0.00980135     -0.0118933              0              0              0
           32           -150           -100    -0.00276123     0.00982639     -0.0119585              0              0              0
           36           -150           -100    -0.00244175     0.00984961     -0.0120166              0              0              0
           40           -150           -100    -0.00211757     0.00987095     -0.0120671              0              0              0
           44           -150           -100    -0.00178894     0.00989012     -0.0121089              0              0              0
           48           -150           -100    -0.00145732     0.00990746     -0.0121435              0              0              0
           52           -150           -100    -0.00112329     0.00992291     -0.0121704              0              0              0
           56           -150           -100   -0.000787364     0.00993622     -0.0121888              0              0              0
           60           -150           -100   -0.000450496     0.00994745      -0.012199              0              0              0
           64           -150           -100   -0.000113485     0.00995669     -0.0122013              0              0              0
           68           -150           -100    0.000222959     0.00996391      -0.012196              0              0              0
           72           -150           -100    0.000558134      0.0099691     -0.0121829              0              0              0
           76           -150           -100      0.0008913     0.00997219      -0.012162              0              0              0
           80           -150           -100     0.00122143     0.00997296     -0.0121328              0              0              0
           84           -150           -100     0.00154809     0.00997162     -0.0120961              0              0              0
           88           -150           -100     0.00187062     0.00996814     -0.0120522              0              0              0
           92           -150           -100     0.00218851     0.00996255     -0.0120013              0              0              0
           96           -150           -100     0.00250114     0.00995481     -0.0119435              0              0              0
          100           -150           -100     0.00280698     0.00994457     -0.0118781              0              0              0
          104           -150           -100     0.00310644     0.00993218     -0.0118064              0              0              0
          108           -150           -100     0.00339906     0.00991762     -0.0117286              0              0              0
          112           -150           -100     0.00368402     0.00990077     -0.0116447              0              0              0
          116           -150           -100     0.00396021     0.00988146     -0.0115545              0              0              0
          120           -150           -100     0.00422837     0.00985998     -0.0114591              0              0              0
          124           -150           -100     0.00448807      0.0098363     -0.0113587              0              0              0
          128           -150           -100     0.00473748     0.00981007     -0.0112529              0              0              0
          132           -150           -100     0.00497766      0.0097816     -0.0111425              0              0              0
          136           -150           -100     0.00520852     0.00975094     -0.0110281              0              0              0
          140           -150           -100       0.005429      0.0097179     -0.0109095              0              0              0
          144           -150           -100     0.00563904     0.00968252     -0.0107872              0              0              0
          148           -150           -100      0.0058395     0.00964503     -0.0106617              0              0              0
          152           -150           -100     0.00602885     0.00960514     -0.0105329              0              0              0
          156           -150           -100     0.00620771     0.00956301     -0.0104014              0              0              0
          160           -150           -100     0.00637567      0.0095186     -0.0102673              0              0              0
          164           -150           -100     0.00653346     0.00947208     -0.0101311              0              0              0
          168           -150           -100      0.0066812     0.00942351    -0.00999312              0              0              0
          172           -150           -100     0.00681799     0.00937272    -0.00985343              0              0              0
          176           -150           -100     0.00694405     0.00931979    -0.00971235              0              0              0
          180           -150           -100     0.00706012     0.00926488    -0.00957022              0              0              0
          184           -150           -100     0.00716659     0.00920808    -0.00942729              0              0              0
          188           -150           -100      0.0072632     0.00914936    -0.00928374              0              0              0
          192           -150           -100     0.00734916      0.0090886    -0.00913978              0              0              0
          196           -150           -100     0.00742617     0.00902614    -0.00899568              0              0              0
          200           -150           -100     0.00749393     0.00896194    -0.00885161              0              0              0
          204           -150           -100     0.00755265     0.00889607    -0.00870778              0              0              0
          208           -150           -100     0.00760192     0.00882846    -0.00856439              0              0              0
          212           -150           -100     0.00764274     0.00875932    -0.00842158              0              0              0
          216           -150           -100     0.00767535     0.00868873    -0.00827952              0              0              0
          220           -150           -100     0.00770003     0.00861675    -0.00813833              0              0              0
          224           -150           -100     0.00771703     0.00854345    -0.00799815              0              0              0
          228           -150           -100     0.00772663     0.00846892     -0.0078591              0              0              0
          232           -150           -100      0.0077291     0.00839321     -0.0077213              0              0              0
          236           -150           -100     0.00772426     0.00831635    -0.00758493              0              0              0
          240           -150           -100     0.00771264     0.00823844    -0.00745007              0              0              0
          244           -150           -100     0.00769477     0.00815962    -0.00731675              0              0              0
          248           -150           -100     0.00767091     0.00807994    -0.00718505              0              0              0
          252           -150           -100     0.00764134     0.00799949    -0.00705502              0              0              0
          256           -150           -100     0.00760632     0.00791835    -0.00692674              0              0              0
          260           -150           -100     0.00756614     0.00783659    -0.00680025              0              0              0
          264           -150           -100     0.00752088     0.00775427    -0.00667565              0              0              0
          268           -150           -100     0.00747066     0.00767146    -0.00655307              0              0              0
          272           -150           -100       0.007416     0.00758827    -0.00643244              0              0              0
          276           -150           -100     0.00735731     0.00750478    -0.00631371              0              0              0
          280           -150           -100     0.00729481     0.00742105     -0.0061969              0              0              0
          284           -150           -100     0.00722814     0.00733713    -0.00608236              0              0              0
          288           -150           -100     0.00715816     0.00725313    -0.00596976              0              0              0
          292           -150           -100     0.00708242      0.0071692    -0.00586083              0              0              0
          296           -150           -100     0.00700475     0.00708532    -0.00575314              0              0              0
          300           -150           -100     0.00692708     0.00700144    -0.00564546              0              0              0
          304           -150           -100      0.0068449     0.00691791    -0.00554142              0              0              0
          308           -150           -100     0.00675918     0.00683465    -0.00544025              0              0              0
          312           -150           -100     0.00667346     0.00675139    -0.00533908              0              0              0
          316           -150           -100     0.00658503     0.00666866     -0.0052407              0              0              0
          320           -150           -100     0.00649305      0.0065866      -0.005146              0              0              0
          324           -150           -100     0.00640107     0.00650455     -0.0050513              0              0              0
          328           -150           -100     0.00630766     0.00642302    -0.00495854              0              0              0
          332           -150           -100     0.00621098     0.00634268    -0.00487022              0              0              0
          336           -150           -100     0.00611431     0.00626235     -0.0047819              0              0              0
          340           -150           -100     0.00601711     0.00618235    -0.00469457              0              0              0
          344           -150           -100     0.00591745     0.00610392    -0.00461186              0              0              0
          348           -150           -100     0.00581779     0.00602549    -0.00452916              0              0              0
          352           -150           -100     0.00571662     0.00594867    -0.00445036              0              0              0
          356           -150           -100     0.00561476      0.0058726    -0.00437333              0              0              0
          360           -150           -100     0.00551289     0.00579652     -0.0042963              0              0              0
          364           -150           -100     0.00541058     0.00572146    -0.00422141              0              0              0
          368           -150           -100     0.00530739      0.0056484    -0.00415071              0              0              0
          372           -150           -100      0.0052042     0.00557534    -0.00408001              0              0              0
          376           -150           -100     0.00510101     0.00550228    -0.00400931              0              0              0
          380           -150           -100     0.00499751     0.00543249    -0.00394464              0              0              0
          384           -150           -100     0.00489402     0.00536274    -0.00388004              0              0              0
          388           -150           -100     0.00479052     0.00529299    -0.00381545              0              0              0
          392           -150           -100     0.00468745     0.00522596    -0.00375529              0              0              0
          396           -150           -100     0.00458463     0.00516045    -0.00369764              0              0              0
          400           -150           -100      0.0044818     0.00509494    -0.00363999              0              0              0
         -200           -146           -100    -0.00507426      0.0067658    -0.00496637              0              0              0
         -196           -146           -100    -0.00520629     0.00680479    -0.00500621              0              0              0
         -192           -146           -100    -0.00533831     0.00684377    -0.00504604              0              0              0
         -188           -146           -100    -0.00547034     0.00688276    -0.00508588              0              0              0
         -184           -146           -100    -0.00560237     0.00692174    -0.00512572              0              0              0
         -180           -146           -100    -0.00572992     0.00699489     -0.0052072              0              0              0
         -176           -146           -100    -0.00585663     0.00707439    -0.00529642              0              0              0
         -172           -146           -100    -0.00598335     0.00715389    -0.00538564              0              0              0
         -168           -146           -100    -0.00611006     0.00723339    -0.00547486              0              0              0
         -164           -146           -100    -0.00623677     0.00731289    -0.00556408              0              0              0

#
# FILE TRUNCATED
#
# Included in repository to show CST's ASCII output format.
# Original file size = 222 MB
#
