       x [mm]         y [mm]         z [mm]  BxRe [Vs/m^2]  ByRe [Vs/m^2]  BzRe [Vs/m^2]  BxIm [Vs/m^2]  ByIm [Vs/m^2]  BzIm [Vs/m^2]
            0           -150           -100    -0.00309002     0.00583583    -0.00690185              0              0              0
            4           -150           -100    -0.00292963     0.00585851    -0.00697039              0              0              0
            8           -150           -100    -0.00276401     0.00588023    -0.00703579              0              0              0
           12           -150           -100    -0.00259176     0.00590065    -0.00709684              0              0              0
           16           -150           -100     -0.0024141     0.00591995    -0.00715389              0              0              0
           20           -150           -100    -0.00223167     0.00593816    -0.00720702              0              0              0
           24           -150           -100    -0.00204449      0.0059552    -0.00725576              0              0              0
           28           -150           -100    -0.00185286     0.00597102    -0.00729985              0              0              0
           32           -150           -100    -0.00165755     0.00598569     -0.0073395              0              0              0
           36           -150           -100    -0.00145899     0.00599923    -0.00737468              0              0              0
           40           -150           -100    -0.00125752      0.0060116     -0.0074052              0              0              0
           44           -150           -100    -0.00105334     0.00602263    -0.00743033              0              0              0
           48           -150           -100   -0.000847315     0.00603252     -0.0074509              0              0              0
           52           -150           -100   -0.000639832     0.00604122    -0.00746672              0              0              0
           56           -150           -100   -0.000431203      0.0060486    -0.00747725              0              0              0
           60           -150           -100   -0.000222023     0.00605469    -0.00748269              0              0              0
           64           -150           -100    -1.2788e-05     0.00605954    -0.00748327              0              0              0
           68           -150           -100    0.000196061     0.00606313    -0.00747902              0              0              0
           72           -150           -100    0.000404085     0.00606547    -0.00746999              0              0              0
           76           -150           -100    0.000610825      0.0060665    -0.00745612              0              0              0
           80           -150           -100    0.000815637     0.00606609    -0.00743705              0              0              0
           84           -150           -100     0.00101825     0.00606437    -0.00741336              0              0              0
           88           -150           -100     0.00121826     0.00606133    -0.00738514              0              0              0
           92           -150           -100     0.00141535     0.00605698    -0.00735261              0              0              0
           96           -150           -100     0.00160913     0.00605131    -0.00731581              0              0              0
          100           -150           -100     0.00179865     0.00604408    -0.00727426              0              0              0
          104           -150           -100     0.00198415     0.00603552    -0.00722879              0              0              0
          108           -150           -100     0.00216536     0.00602563    -0.00717955              0              0              0
          112           -150           -100     0.00234177     0.00601432    -0.00712652              0              0              0
          116           -150           -100     0.00251267     0.00600149    -0.00706959              0              0              0
          120           -150           -100     0.00267854     0.00598732    -0.00700945              0              0              0
          124           -150           -100     0.00283911     0.00597181     -0.0069462              0              0              0
          128           -150           -100     0.00299323     0.00595471    -0.00687955              0              0              0
          132           -150           -100     0.00314157     0.00593624    -0.00681015              0              0              0
          136           -150           -100     0.00328406     0.00591643     -0.0067382              0              0              0
          140           -150           -100     0.00342004     0.00589515    -0.00666367              0              0              0
          144           -150           -100     0.00354949     0.00587243    -0.00658681              0              0              0
          148           -150           -100     0.00367294     0.00584842    -0.00650801              0              0              0
          152           -150           -100     0.00378943     0.00582294    -0.00642719              0              0              0
          156           -150           -100     0.00389934     0.00579609    -0.00634466              0              0              0
          160           -150           -100     0.00400242     0.00576784    -0.00626058              0              0              0
          164           -150           -100     0.00409913      0.0057383    -0.00617521              0              0              0
          168           -150           -100     0.00418955     0.00570751    -0.00608873              0              0              0
          172           -150           -100     0.00427311     0.00567537    -0.00600122              0              0              0
          176           -150           -100     0.00434995     0.00564192    -0.00591287              0              0              0
          180           -150           -100     0.00442053     0.00560726    -0.00582389              0              0              0
          184           -150           -100     0.00448509     0.00557146    -0.00573443              0              0              0
          188           -150           -100     0.00454349     0.00553449    -0.00564462              0              0              0
          192           -150           -100     0.00459521     0.00549628    -0.00555458              0              0              0
          196           -150           -100     0.00464133     0.00545705    -0.00546448              0              0              0
          200           -150           -100     0.00468167     0.00541676    -0.00537444              0              0              0
          204           -150           -100     0.00471634     0.00537546    -0.00528457              0              0              0
          208           -150           -100      0.0047451     0.00533311    -0.00519501              0              0              0
          212           -150           -100     0.00476856     0.00528985    -0.00510585              0              0              0
          216           -150           -100      0.0047869     0.00524571    -0.00501718              0              0              0
          220           -150           -100     0.00480027     0.00520074     -0.0049291              0              0              0
          224           -150           -100     0.00480885     0.00515499    -0.00484167              0              0              0
          228           -150           -100      0.0048128     0.00510849    -0.00475499              0              0              0
          232           -150           -100     0.00481229     0.00506131    -0.00466912              0              0              0
          236           -150           -100     0.00480722     0.00501343    -0.00458418              0              0              0
          240           -150           -100     0.00479793     0.00496495    -0.00450022              0              0              0
          244           -150           -100     0.00478473     0.00491592    -0.00441726              0              0              0
          248           -150           -100      0.0047678      0.0048664    -0.00433533              0              0              0
          252           -150           -100     0.00474731     0.00481643    -0.00425449              0              0              0
          256           -150           -100     0.00472342     0.00476606    -0.00417478              0              0              0
          260           -150           -100     0.00469633     0.00471535    -0.00409621              0              0              0
          264           -150           -100     0.00466608     0.00466432    -0.00401887              0              0              0
          268           -150           -100     0.00463276     0.00461302    -0.00394281              0              0              0
          272           -150           -100     0.00459667     0.00456151    -0.00386801              0              0              0
          276           -150           -100     0.00455809     0.00450985    -0.00379443              0              0              0
          280           -150           -100     0.00451716     0.00445807    -0.00372207              0              0              0
          284           -150           -100     0.00447364     0.00440622    -0.00365117              0              0              0
          288           -150           -100     0.00442809     0.00435434    -0.00358152              0              0              0
          292           -150           -100     0.00437899     0.00430257     -0.0035142              0              0              0
          296           -150           -100      0.0043287     0.00425084    -0.00344768              0              0              0
          300           -150           -100     0.00427841     0.00419911    -0.00338116              0              0              0
          304           -150           -100     0.00422536     0.00414766    -0.00331697              0              0              0
          308           -150           -100     0.00417015     0.00409641     -0.0032546              0              0              0
          312           -150           -100     0.00411494     0.00404517    -0.00319223              0              0              0
          316           -150           -100     0.00405809     0.00399429    -0.00313164              0              0              0
          320           -150           -100     0.00399908     0.00394389    -0.00307339              0              0              0
          324           -150           -100     0.00394007     0.00389349    -0.00301515              0              0              0
          328           -150           -100     0.00388021     0.00384344    -0.00295813              0              0              0
          332           -150           -100     0.00381839      0.0037942    -0.00290393              0              0              0
          336           -150           -100     0.00375657     0.00374495    -0.00284973              0              0              0
          340           -150           -100     0.00369445     0.00369593    -0.00279616              0              0              0
          344           -150           -100     0.00363088     0.00364794    -0.00274552              0              0              0
          348           -150           -100     0.00356731     0.00359996    -0.00269488              0              0              0
          352           -150           -100     0.00350288     0.00355303    -0.00264671              0              0              0
          356           -150           -100     0.00343805     0.00350658    -0.00259966              0              0              0
          360           -150           -100     0.00337322     0.00346013    -0.00255261              0              0              0
          364           -150           -100     0.00330816     0.00341434    -0.00250691              0              0              0
          368           -150           -100     0.00324263     0.00336984    -0.00246385              0              0              0
          372           -150           -100      0.0031771     0.00332535    -0.00242079              0              0              0
          376           -150           -100     0.00311158     0.00328085    -0.00237774              0              0              0
          380           -150           -100     0.00304598     0.00323846    -0.00233848              0              0              0
          384           -150           -100     0.00298039      0.0031961    -0.00229926              0              0              0
          388           -150           -100     0.00291479     0.00315374    -0.00226005              0              0              0
          392           -150           -100     0.00284955     0.00311311    -0.00222362              0              0              0
          396           -150           -100      0.0027845     0.00307346    -0.00218877              0              0              0
          400           -150           -100     0.00271946     0.00303381    -0.00215391              0              0              0
         -200           -146           -100     -0.0031075     0.00412796    -0.00303268              0              0              0
         -196           -146           -100    -0.00318945     0.00415176    -0.00305715              0              0              0
         -192           -146           -100     -0.0032714     0.00417557    -0.00308162              0              0              0
         -188           -146           -100    -0.00335335     0.00419938    -0.00310609              0              0              0
         -184           -146           -100     -0.0034353     0.00422319    -0.00313056              0              0              0
         -180           -146           -100    -0.00351445     0.00426787    -0.00318066              0              0              0
         -176           -146           -100    -0.00359308     0.00431643    -0.00323553              0              0              0
         -172           -146           -100    -0.00367172       0.004365     -0.0032904              0              0              0
         -168           -146           -100    -0.00375035     0.00441356    -0.00334528              0              0              0
         -164           -146           -100    -0.00382898     0.00446212    -0.00340015              0              0              0

#
# FILE TRUNCATED
#
# Included in repository to show CST's ASCII output format.
# Original file size = 222 MB
#
