%  ASCII export : 
%
%  Momentum is normalized to the product of particle's mass and speed of light.
%  All other quantities are in SI units.
%
%   posX              posY              posZ              momX              momY              momZ              mass              charge            macro-charge      time             particleID   sourceID

     6.8771094e-02     9.4442512e-08     2.0792863e-01     3.6659492e+01     7.3885138e-05     1.6316282e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.7313036e-01   0            16777216  
     6.9692180e-02     9.6295651e-08     2.0832939e-01     3.6861164e+01     7.4096723e-05     1.5855417e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.7648211e-01   0            16777216  
     7.0618235e-02     9.8153997e-08     2.0871858e-01     3.7057491e+01     7.4302196e-05     1.5390968e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.7983385e-01   0            16777216  
     7.1549103e-02     1.0001740e-07     2.0909606e-01     3.7248363e+01     7.4502248e-05     1.4923102e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.8318554e-01   0            16777216  
     7.2484672e-02     1.0188572e-07     2.0946179e-01     3.7433704e+01     7.4697877e-05     1.4451894e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.8653729e-01   0            16777216  
     7.3424779e-02     1.0375889e-07     2.0981565e-01     3.7613441e+01     7.4890180e-05     1.3977427e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.8988898e-01   0            16777216  
     7.4369289e-02     1.0563679e-07     2.1015759e-01     3.7787487e+01     7.5078518e-05     1.3499828e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.9324073e-01   0            16777216  
     7.5318068e-02     1.0751937e-07     2.1048753e-01     3.7955769e+01     7.5263291e-05     1.3019189e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.9659241e-01   0            16777216  
     7.6270953e-02     1.0940651e-07     2.1080539e-01     3.8118187e+01     7.5445205e-05     1.2535682e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     7.9994416e-01   0            16777216  
     7.7227809e-02     1.1129818e-07     2.1111108e-01     3.8274612e+01     7.5624790e-05     1.2049631e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.0329585e-01   0            16777216  
     7.8188471e-02     1.1319430e-07     2.1140458e-01     3.8424988e+01     7.5802287e-05     1.1561139e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.0664760e-01   0            16777216  
     7.9152808e-02     1.1509481e-07     2.1168582e-01     3.8569252e+01     7.5976764e-05     1.1070331e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.0999935e-01   0            16777216  
     8.0120645e-02     1.1699965e-07     2.1195473e-01     3.8707367e+01     7.6148499e-05     1.0577295e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.1335104e-01   0            16777216  
     8.1091844e-02     1.1890876e-07     2.1221124e-01     3.8839287e+01     7.6318960e-05     1.0082124e+01     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.1670278e-01   0            16777216  
     8.2066238e-02     1.2082214e-07     2.1245533e-01     3.8964973e+01     7.6489625e-05     9.5849066e+00     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.2005447e-01   0            16777216  
     8.3043672e-02     1.2273981e-07     2.1268696e-01     3.9084381e+01     7.6660690e-05     9.0857382e+00     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.2340622e-01   0            16777216  
     8.4023990e-02     1.2466174e-07     2.1290605e-01     3.9197472e+01     7.6830860e-05     8.5847464e+00     9.1093797e-31    -1.1172404e-27    -1.1172404e-27     8.2675791e-01   0            16777216  
